date,close,volume,open,high,low,10Avg,30Avg,10NeiAvg
2018-06-01,291.82,5417984,285.86,291.95,283.839,324,330.8466667,294.9266667
2018-05-31,284.73,5912825,287.21,290.37,282.93,317,330.2373333,290.6777778
2018-05-30,291.72,7473590,283.29,295.005,281.6,310,329.0993333,286.1855556
2018-05-29,283.76,5657153,278.51,286.5,276.15,305,328.2663333,284.3944444
2018-05-25,278.85,3872621,277.625,279.64,275.61,299,327.093,283.0333333
2018-05-24,277.85,4170789,278.4,281.11,274.89,295,325.639,281.3666667
2018-05-23,279.07,5972237,277.76,279.9099,274,291,324.2836667,281.3455556
2018-05-22,275.01,8938501,287.762,288,273.422,286,323.2893333,280.7633333
2018-05-21,284.49,9167844,281.33,291.49,281.3,284,322.151,280.81
2018-05-18,276.82,7243699,284.65,284.65,274,283,321.272,282.2677778
2018-05-17,284.54,4418258,285.9,289.1873,283.97,281,319.3303333,284.8466667
2018-05-16,286.48,5669644,283.83,288.81,281.56,281,317.3833333,287.73
2018-05-15,284.18,9509753,285.01,286.96,280.5,281,315.2683333,291.2677778
2018-05-14,291.97,7265501,303.32,304.94,291.62,281,313.2576667,293.21
2018-05-11,301.06,4665321,307.7,308.88,299.08,282,311.59,296.0933333
2018-05-10,305.02,5642771,307.4997,312.99,304.1119,285,310.525,297.1544444
2018-05-09,306.85,5712255,300.41,307.01,300.05,288,309.5713333,296.9288889
2018-05-08,301.97,5927447,300.795,307.75,299,291,308.216,298.8144444
2018-05-07,302.77,8673090,297.5,305.9588,295.17,293,306.2076667,299.6977778
2018-05-04,294.09,8565506,283,296.86,279.52,296,304.5483333,298.9022222
2018-05-03,284.45,17339090,278.79,288.04,275.23,297,301.9903333,297.6861111
2018-05-02,301.15,8346176,298.57,306.85,297.7844,297,299.533,295.3116667
2018-05-01,299.92,4614946,293.51,300.82,293.22,299,297.6473333,292.9472222
2018-04-30,293.9,4224068,293.61,298.73,292.5,300,296.152,290.8016667
2018-04-27,294.075,4346854,285.37,294.47,283.83,299,294.523,289.6105556
2018-04-26,285.48,4348108,278.75,285.79,276.5,298,293.2555,290.2538889
2018-04-25,280.69,4000421,283.5,285.16,277.25,295,292.1828333,290.135
2018-04-24,283.46,5678242,285,287.09,278.46,293,291.0028333,289.405
2018-04-23,283.37,4880743,291.29,291.62,282.33,291,289.8015,288.715
2018-04-20,290.24,5622630,295.17,299.98,289.75,290,289.5428333,288.3966667
2018-04-19,300.08,6083800,291.08,301.01,288.55,290,289.3261667,290.0477778
2018-04-18,293.35,6531563,291.08,300.24,288.16,290,289.6015,291.5355556
2018-04-17,287.69,6931152,288.87,292.17,282.51,289,289.8888333,293.4766667
2018-04-16,291.21,6289497,299,299.66,289.01,289,289.7545,295.8466667
2018-04-13,300.34,7319225,303.6,303.9499,295.98,288,290.0028333,295.7822222
2018-04-12,294.08,7595525,302.32,303.95,293.68,290,290.7191667,295.6955556
2018-04-11,300.93,7470204,300.74,308.98,299.66,292,291.2601667,297.07
2018-04-10,304.7,11017010,298.97,307.1,293.68,293,291.9888333,296.9866667
2018-04-09,289.66,10241410,300.37,309.5,289.21,296,292.9785,294.3555556
2018-04-06,299.3,13516530,301,309.28,295.5,296,293.1508333,289.0377778
2018-04-05,305.72,19025860,289.34,306.26,288.2,296,293.9001667,285.9322222
2018-04-04,286.94,19880180,252.78,288.37,252,297,294.6061667,281.1377778
2018-04-03,267.53,18829650,269.82,273.35,254.49,297,294.6215,278.3022222
2018-04-02,252.48,16093290,256.26,260.3318,244.5901,294,294.0665,279.9155556
2018-03-29,266.13,15014440,256.49,270.9599,248.21,289,292.7501667,280.1644444
2018-03-28,257.78,20962280,264.58,268.68,252.1,286,291.5858333,280.54
2018-03-27,279.18,13787060,304,304.27,277.18,281,290.0111667,283.8277778
2018-03-26,304.18,8364937,307.34,307.59,291.36,278,289.0888333,288.6077778
2018-03-23,301.54,6639960,311.25,311.61,300.45,280,289.1625,295.3944444
2018-03-22,309.1,4924928,313.89,318.82,308.18,280,289.1215,301.53
2018-03-21,316.53,5954247,310.25,322.44,310.19,281,289.6218333,309.0655556
2018-03-20,310.55,4761031,314.87,316.25,308.76,284,290.6911667,314.3377778
2018-03-19,313.56,7467890,316.5,320.75,309.67,289,291.0045,318.5222222
2018-03-16,321.35,6113365,325.96,327.4,319.07,295,291.4591667,323.4077778
2018-03-15,325.6,6554568,329.38,332.85,321.1,302,292.3741667,325.4155556
2018-03-14,326.63,7952152,336.76,339.81,323.93,309,293.425,326.8122222
2018-03-13,341.84,5960636,344.92,345.12,336.2635,314,294.7966667,329.2288889
2018-03-12,345.51,8252919,328.61,347.21,326.5,319,296.835,330.8555556
2018-03-09,327.17,5502779,324.1,328.49,322.37,323,298.9033333,332.1888889
2018-03-08,329.1,3514367,332.86,333.3,326.274,325,300.3633333,333.2466667
2018-03-07,332.3,5001940,325.44,332.5,321.74,327,301.6586667,333.7244444
2018-03-06,328.2,4236483,333.75,336.37,327.03,329,302.7326667,333.86
2018-03-05,333.35,3820702,332.39,337.75,329.2929,331,303.8943333,334.4688889
2018-03-02,335.12,5088789,326.98,335.22,322.97,332,305.4163333,337.83
2018-03-01,330.93,6872552,345.01,348.67,330.07,333,306.88,340.38
2018-02-28,343.06,6066044,352.57,355.24,342.22,334,307.8996667,341.9211111
2018-02-27,350.99,4785022,356.25,359.99,350.01,334,309.5323333,342.4877778
2018-02-26,357.42,4334500,353.5,359,352.355,334,311.201,342.6455556
2018-02-23,352.05,5814177,347.83,354.99,347.1,338,312.9583333,342.6866667
2018-02-22,346.17,6961880,335.53,347.44,334.7501,340,315.038,343.035
2018-02-21,333.3,3207250,336.03,339.6929,333.17,342,316.6003333,340.7294444
2018-02-20,334.77,4005962,334.47,340.84,331.5,342,317.5196667,337.6927778
2018-02-16,335.49,5640184,332.5,343.12,331.64,343,319.114,333.0605556
2018-02-15,334.065,5909823,324.5,334.12,322.4,343,321.3793333,328.435
2018-02-14,322.31,3948077,320.84,326.17,318.52,343,324.0988333,324.9972222
2018-02-13,323.66,4554631,315.02,324.19,312.5105,341,325.9715,326.2972222
2018-02-12,315.73,6224479,316.13,318.08,306.25,338,328.1675,326.2083333
2018-02-09,310.42,12924430,319.93,320.9845,294.76,333,329.3858333,325.9461111
2018-02-08,315.23,10296420,343.31,348.62,314.6,328,329.5938333,327.0222222
2018-02-07,345,6729682,338.99,346,335.66,325,330.0501667,330.0155556
2018-02-06,333.97,5080032,325.21,336.22,323.5,326,331.2468333,333.4211111
2018-02-05,333.13,4441166,337.97,344.47,333,326,331.8281667,336.7644444
2018-02-02,343.75,3696157,348.44,351.95,340.51,326,332.5808333,341.11
2018-02-01,349.25,4187440,351,359.66,348.63,327,333.5871667,344.1788889
2018-01-31,354.31,6199373,347.51,356.19,345.19,330,334.5171667,343.3611111
2018-01-30,345.82,4710684,345.14,348.27,342.17,333,335.4741667,344.6855556
2018-01-29,349.53,4738208,339.85,350.85,338.28,337,336.1138333,346.87
2018-01-26,342.85,4535457,341.5,344,335.71,341,336.3701667,347.7377778
2018-01-25,337.64,6725208,348.27,349.2,336.4,344,336.2815,347.8233333
2018-01-24,345.89,5277386,354.58,354.75,343.52,343,336.6305,346.7411111
2018-01-23,352.79,5447622,360,360.5,351,345,337.1901667,346.89
2018-01-22,351.56,6199777,349.4,357.83,349.2,347,337.8731667,345.8377778
2018-01-19,350.02,4871181,345,350.5899,342.6,348,338.6518333,345.1011111
2018-01-18,344.57,5679629,345.67,352.3,343.74,348,339.2075,345.1355556
2018-01-17,347.16,7092554,340.47,349,339.75,347,339.5225,343.9033333
2018-01-16,340.06,6429234,337.54,345,334.8,347,340.0635,341.7811111
2018-01-12,336.22,4822509,338.63,340.41,333.67,346,339.9635,340.0977778
2018-01-11,337.95,6640863,335.24,344.8099,333.26,345,339.4711667,336.3822222
2018-01-10,334.8,4303053,332.2,337,330,345,338.8221667,333.0544444
2018-01-09,333.69,7134525,335.16,338.8,327.405,344,338.2471667,329.7311111
2018-01-08,336.41,9832610,316,337.0199,315.5,342,337.8311667,327.5611111
2018-01-05,316.58,4588728,316.62,317.24,312,340,337.9348333,324.7977778
2018-01-04,314.62,9944593,312.87,318.55,305.68,336,337.3285,322.2877778
2018-01-03,317.25,4438520,321,325.25,315.55,333,336.6328333,319.7144444
2018-01-02,320.53,4345615,312,322.1099,311,330,336.0723333,317.8922222
2017-12-29,311.35,3769504,316.18,316.41,310,328,336.013,316.6466667
2017-12-28,315.36,4306746,311.75,315.82,309.54,325,335.6026667,318.3222222
2017-12-27,311.64,4705084,316,317.68,310.75,322,335.5903333,319.9177778
2017-12-26,317.29,4368699,323.83,323.94,316.58,320,335.631,321.4566667
2017-12-22,325.2,4207602,329.51,330.9214,324.82,318,335.6996667,323.4944444
2017-12-21,331.66,4369994,329.59,333.74,327.21,317,335.0396667,327.0611111
2017-12-20,328.98,5907378,332.69,333.1,325.04,318,334.9626667,329.5644444
2017-12-19,331.1,6820868,340.26,341.4925,330.3,320,334.8243333,332.6077778
2017-12-18,338.87,5466546,344.9,346.73,337.58,321,334.4026667,335.2455556
2017-12-15,343.45,6921246,342.04,343.9,335.76,323,334.0566667,335.6577778
2017-12-14,337.89,5792024,341.01,347.44,336.9,327,333.6946667,333.8211111
2017-12-13,339.03,6217701,340.93,344.22,336.5,330,333.4303333,331.85
2017-12-12,341.03,8715570,330.45,341.44,330.03,333,333.0803333,329.8677778
2017-12-11,328.91,7926090,314.63,329.01,313.75,335,333.0196667,325.96
2017-12-08,315.13,3466088,314.6,316.98,311.26,336,332.7286667,321.71
2017-12-07,311.24,4779590,312,318.6341,311.05,334,331.7033333,318.2255556
2017-12-06,313.26,7184477,300.1,313.39,300,332,330.3183333,314.8722222
2017-12-05,303.7,4643708,302,308,301,330,329.0416667,311.1511111
2017-12-04,305.2,5834227,306.5,308.265,300.61,326,327.4976667,309.8888889
2017-12-01,306.53,4286082,305.44,310.32,305.05,322,326.1853333,310.0755556
2017-11-30,308.85,4345434,308.56,310.7,304.54,318,324.831,310.5544444
2017-11-29,307.54,8757463,317.3,318,301.23,315,323.7906667,310.4811111
2017-11-28,317.55,4941703,316.36,320,313.92,311,322.8346667,312.0488889
2017-11-27,316.81,4537779,313.25,317.34,309.51,310,322.1546667,312.4422222
2017-11-24,315.55,3244065,313.79,316.41,311,310,321.555,313.3888889
2017-11-22,312.6,4913283,316.77,317.42,311.84,311,320.9503333,313.7944444
